,author_id,avg1,avg2,count1,count2,avg1adj,avg2adj,countboth,weighting_factor,diff,diff_adj
111,Lisa See,3.953377166766288,3.4786821705426356,3346,516,4.26948051948052,3.529220779220779,308,0.0011596516526918602,0.4746949962236524,0.7402597402597406
153,Tahereh Mafi,3.8397669337217772,4.1735537190082646,1373,363,4.215686274509804,4.1797385620915035,306,0.0011521214471549,-0.3337867852864873,0.035947712418300526
78,Hermann Hesse,3.9,3.850108459869848,500,4610,4.036065573770492,4.177049180327868,305,0.00114835634438642,0.049891540130151846,-0.14098360655737618
312,Shannon Hale,4.091869060190074,3.7870619946091644,947,371,4.32013201320132,3.768976897689769,303,0.0011408261388494599,0.30480706558090986,0.551155115511551
12,John Steinbeck,3.717996289424861,3.8448955624528143,539,11921,3.820598006644518,4.232558139534884,301,0.0011332959333124999,-0.12689927302795345,-0.4119601328903659
275,Mary Kubica,3.6621519939804363,3.644110275689223,1329,399,3.893687707641196,3.661129568106312,301,0.0011332959333124999,0.01804171829121337,0.23255813953488413
355,Lisa McMann,3.666095890410959,3.9115281501340484,584,373,4.0,3.9066666666666667,300,0.0011295308305440197,-0.24543225972308935,0.09333333333333327
213,Ruth Ware,3.5144291091593476,3.5093023255813955,797,860,3.7167235494880546,3.5870307167235493,293,0.0011031751111646592,0.005126783577952043,0.12969283276450527
282,Beth Revis,3.615112160566706,3.9513513513513514,847,370,3.9965397923875434,3.958477508650519,289,0.001088114700090739,-0.33623919078464537,0.03806228373702458
393,David Baldacci,3.9879963065558632,3.929411764705882,1083,425,4.2473867595818815,3.9965156794425085,287,0.0010805844945537789,0.058584541849981076,0.250871080139373
139,Hunter S. Thompson,4.009925558312655,3.919616519174041,403,2712,4.031578947368421,4.470175438596491,285,0.0010730542890168187,0.09030903913861366,-0.4385964912280702
160,Ursula K. Le Guin,3.9071395240317313,3.9614583333333333,2143,960,4.148409893992933,4.173144876325089,283,0.0010655240834798586,-0.054318809301602045,-0.024734982332155653
222,Michael Pollan,4.023008849557522,4.115404699738903,565,1915,4.232142857142857,4.382142857142857,280,0.0010542287751744183,-0.09239585018138108,-0.15000000000000036
322,Trenton Lee Stewart,3.97008547008547,4.0182926829268295,936,328,4.384057971014493,4.047101449275362,276,0.001039168364100498,-0.048207212841359315,0.3369565217391308
350,Claudia Gray,3.4702797202797204,3.64247311827957,572,372,3.7381818181818183,3.650909090909091,275,0.0010354032613320182,-0.17219339799984956,0.08727272727272739
357,Kelley Armstrong,3.99181446111869,4.156156156156156,733,333,4.341818181818182,4.170909090909091,275,0.0010354032613320182,-0.16434169503746565,0.1709090909090909
205,Michael Crichton,3.794607190412783,3.221917808219178,3004,365,3.8051470588235294,3.2830882352941178,272,0.0010241079530265778,0.5726893821936048,0.5220588235294117
150,Paula McLain,3.7338648443432043,3.86938202247191,2634,712,3.9144981412639406,3.899628252788104,269,0.0010128126447211377,-0.13551717812870567,0.014869888475836479
365,Sarah Addison Allen,3.968011126564673,3.8758782201405153,719,427,4.287313432835821,4.007462686567164,268,0.0010090475419526576,0.09213290642415783,0.27985074626865636
238,Dave Eggers,3.569630531871701,3.422705314009662,2463,414,4.198501872659176,3.5205992509363297,267,0.0010052824391841774,0.14692521786203905,0.6779026217228465
174,Unknown,3.3609534619750283,3.585483870967742,2643,620,3.5779467680608366,3.6273764258555135,263,0.0009902220281102572,-0.2245304089927136,-0.049429657794676896
261,Wilkie Collins,3.9210526315789473,3.8794117647058823,1178,680,4.251908396946565,4.091603053435114,262,0.0009864569253417773,0.04164086687306501,0.16030534351145054
432,Anna Godbersen,3.3970588235294117,3.675757575757576,612,330,3.8038461538461537,3.6807692307692306,260,0.000978926719804817,-0.2786987522281641,0.12307692307692308
82,Laurie Halse Anderson,3.9344779257182902,3.835,2854,800,4.2015503875969,3.9728682170542635,258,0.0009713965142678569,0.09947792571829028,0.22868217054263607
540,Ann Leckie,3.859083191850594,3.9568345323741005,589,278,4.303501945525292,3.964980544747082,257,0.0009676314114993768,-0.09775134052350642,0.3385214007782098
364,Chetan Bhagat,3.1674757281553396,2.077966101694915,412,295,3.2890625,2.08203125,256,0.0009638663087308968,1.0895096264604245,1.20703125
218,Tim LaHaye,3.6802721088435373,3.4301754385964913,294,1425,3.65748031496063,3.9921259842519685,254,0.0009563361031939367,0.25009667024704596,-0.33464566929133843
315,Susan Beth Pfeffer,3.77615298087739,3.7096774193548385,889,310,4.122529644268774,3.7351778656126484,253,0.0009525710004254566,0.06647556152255163,0.387351778656126
408,Wendy Higgins,4.054878048780488,4.223926380368098,492,326,4.320158102766799,4.24901185770751,253,0.0009525710004254566,-0.1690483315876108,0.07114624505928901
319,Bill Willingham,4.123255813953488,4.162162162162162,860,296,4.218253968253968,4.174603174603175,252,0.0009488058976569766,-0.038906348208674224,0.043650793650793496
71,Tracy Chevalier,3.479651162790698,3.7745116998646298,344,5171,3.582995951417004,4.206477732793522,247,0.0009299803838145762,-0.2948605370739319,-0.6234817813765181
255,Toni Morrison,3.840588235294118,3.7673179396092364,1700,563,4.142276422764228,3.8780487804878048,246,0.0009262152810460962,0.07327029568488141,0.26422764227642315
113,Homer,3.9537037037037037,3.7386271870794077,756,3715,3.983673469387755,3.8857142857142857,245,0.0009224501782776161,0.21507651662429605,0.09795918367346923
426,Rae Carson,3.765273311897106,4.208860759493671,622,316,4.1020408163265305,4.2,245,0.0009224501782776161,-0.4435874475965651,-0.09795918367346967
418,Marian Keyes,3.579925650557621,3.569377990430622,538,418,3.83265306122449,3.7224489795918365,245,0.0009224501782776161,0.010547660126998704,0.1102040816326535
514,Kim Stanley Robinson,3.662420382165605,3.7253086419753085,628,324,4.061475409836065,3.7663934426229506,244,0.000918685075509136,-0.06288825980970358,0.29508196721311464
400,Anna Quindlen,3.957983193277311,3.7297019527235356,595,973,4.004115226337449,3.8724279835390947,243,0.000914919972740656,0.22828124055377552,0.1316872427983542
320,Lauren DeStefano,3.6742857142857144,3.5921052631578947,700,304,4.012396694214876,3.5991735537190084,242,0.0009111548699721759,0.08218045112781969,0.4132231404958673
499,Susan Cooper,3.826171875,4.00705467372134,512,567,3.933054393305439,4.142259414225942,239,0.0008998595616667357,-0.18088279872134017,-0.20920502092050253
358,Andrea Cremer,3.890269151138716,4.032362459546926,483,309,4.273109243697479,4.0588235294117645,238,0.0008960944588982556,-0.14209330840820966,0.2142857142857144
95,Erik Larson,3.9742388758782203,3.9049066435084674,427,4606,4.025210084033613,4.352941176470588,238,0.0008960944588982556,0.06933223236975294,-0.3277310924369745
207,Jenny  Lawson,3.8266767143933684,3.757396449704142,1327,676,4.309322033898305,4.101694915254237,236,0.0008885642533612955,0.06928026468922655,0.20762711864406835
439,Renee Ahdieh,4.203125,4.1195219123505975,512,251,4.478813559322034,4.13135593220339,236,0.0008885642533612955,0.0836030876494025,0.3474576271186436
272,Ellen Hopkins,3.767690253671562,4.069696969696969,749,330,4.1991525423728815,4.084745762711864,236,0.0008885642533612955,-0.3020067160254074,0.11440677966101731
486,Bret Easton Ellis,3.423021582733813,3.5330396475770924,695,454,3.748936170212766,3.65531914893617,235,0.0008847991505928155,-0.11001806484327936,0.0936170212765961
28,Mark Haddon,3.7891532927504152,3.3808219178082193,9035,365,4.201716738197425,3.4163090128755367,233,0.0008772689450558552,0.40833137494219596,0.7854077253218885
263,J.A. Redmerski,4.152859960552268,3.7674418604651163,1014,301,4.5,3.75,232,0.0008735038422873752,0.38541810008715194,0.75
273,Mary Roach,4.04640215198386,3.5892351274787537,1487,353,4.413793103448276,3.7758620689655173,232,0.0008735038422873752,0.45716702450510605,0.6379310344827585
138,Art Spiegelman,4.369018253576714,4.521739130434782,2027,897,4.567099567099567,4.567099567099567,231,0.0008697387395188951,-0.15272087685806834,0.0
386,Chaim Potok,3.96505162827641,4.091617933723197,1259,513,4.242424242424242,4.1645021645021645,231,0.0008697387395188951,-0.12656630544678693,0.07792207792207773
225,Ludwig Bemelmans,4.225629791894852,4.2685851318944845,1826,417,4.458515283842795,4.279475982532751,229,0.000862208533981935,-0.04295533999963208,0.17903930131004397
478,Ann Aguirre,3.832706766917293,3.9719298245614034,532,285,4.117903930131004,3.96943231441048,229,0.000862208533981935,-0.13922305764411025,0.14847161572052414
523,Paullina Simons,4.274336283185841,4.188235294117647,452,255,4.620087336244541,4.235807860262009,229,0.000862208533981935,0.08610098906819363,0.38427947598253276
511,Cinda Williams Chima,3.843956043956044,4.098870056497175,455,354,4.140350877192983,4.140350877192983,228,0.000858443431213455,-0.25491401254113066,0.0
50,Maurice Sendak,4.291970802919708,4.2641774722699575,411,6401,4.325991189427313,4.440528634361233,227,0.0008546783284449749,0.027793330649750203,-0.11453744493392026
41,S.E. Hinton,3.951050080775444,3.7845117845117846,6190,297,4.41409691629956,3.8854625550660793,227,0.0008546783284449749,0.16653829626365946,0.5286343612334803
61,Nathaniel Hawthorne,3.3282900743445936,3.458980044345898,7667,451,3.7876106194690267,3.5132743362831858,226,0.0008509132256764949,-0.13068997000130445,0.2743362831858409
416,Leon Uris,4.296463506395786,4.11854103343465,1329,329,4.428571428571429,4.147321428571429,224,0.0008433830201395347,0.17792247296113572,0.28125
391,Richard Bachman,3.69672131147541,4.04924543288324,366,1259,3.7354260089686098,4.174887892376682,223,0.0008396179173710546,-0.3525241214078303,-0.43946188340807213
321,Salman Rushdie,3.840749414519906,3.619718309859155,1281,639,4.318385650224215,3.937219730941704,223,0.0008396179173710546,0.22103110466075115,0.3811659192825112
436,Amish Tripathi,3.7080745341614905,3.199203187250996,322,251,3.7757847533632285,3.242152466367713,223,0.0008396179173710546,0.5088713469104946,0.5336322869955157
125,Maria Semple,3.8886276814575376,3.0894736842105264,3403,380,4.273542600896861,3.0538116591928253,223,0.0008396179173710546,0.7991539972470112,1.2197309417040358
291,Kathy Reichs,3.7240259740259742,3.8344827586206898,924,290,3.990950226244344,3.927601809954751,221,0.0008320877118340945,-0.11045678459471553,0.06334841628959298
260,Louise Rennison,3.5865384615384617,3.869047619047619,936,336,4.086363636363636,3.9909090909090907,220,0.0008283226090656144,-0.2825091575091574,0.09545454545454524
77,Sylvia Plath,3.840865198918501,4.20844327176781,5178,379,4.376146788990826,4.275229357798165,218,0.0008207924035286543,-0.36757807284930877,0.10091743119266106
510,Kevin Kwan,3.5468053491827636,3.5517241379310347,673,261,3.8807339449541285,3.591743119266055,218,0.0008207924035286543,-0.004918788748271119,0.28899082568807355
661,Christopher Moore,3.748502994011976,3.702127659574468,501,329,3.9403669724770642,3.779816513761468,218,0.0008207924035286543,0.04637533443750819,0.16055045871559637
380,Arnold Lobel,4.126193001060446,4.185263157894737,943,475,4.2304147465437785,4.235023041474655,217,0.0008170273007601743,-0.05907015683429151,-0.004608294930876333
231,Nick Hornby,3.6573816155988856,3.8873934499775684,359,2229,3.589861751152074,4.3271889400921655,217,0.0008170273007601743,-0.23001183437868278,-0.7373271889400916
362,Raymond Chandler,3.99822695035461,4.089743589743589,1128,312,4.467592592592593,4.185185185185185,216,0.0008132621979916941,-0.09151663938897947,0.28240740740740744
505,Jennifer A. Nielsen,4.127882599580713,4.076305220883534,477,249,4.3023255813953485,4.069767441860465,215,0.0008094970952232141,0.05157737869717849,0.23255813953488325
417,Anita Shreve,3.615606936416185,3.375310687655344,346,1207,3.704225352112676,3.727699530516432,213,0.000801966889686254,0.2402962487608411,-0.023474178403755985
388,Harry Allard,4.217391304347826,4.303571428571429,897,392,4.436619718309859,4.370892018779343,213,0.000801966889686254,-0.08618012422360266,0.06572769953051605
632,Vince Flynn,4.192634560906516,4.13625304136253,353,411,4.262910798122066,4.253521126760563,213,0.000801966889686254,0.056381519543985625,0.009389671361502927
347,Caleb Carr,3.9687123947051743,3.779850746268657,1662,268,4.367924528301887,3.8537735849056602,212,0.0007982017869177739,0.18886164843651754,0.5141509433962268
295,Willa Cather,3.7474747474747474,3.7191697191697193,495,1638,3.891509433962264,4.070754716981132,212,0.0007982017869177739,0.028305028305028124,-0.17924528301886822
383,Robin LaFevers,3.859621451104101,4.007662835249042,634,261,4.1923076923076925,4.052884615384615,208,0.0007831413758438537,-0.14804138414494128,0.13942307692307754
524,Kristen Ashley,4.068181818181818,4.32034632034632,352,231,4.389423076923077,4.341346153846154,208,0.0007831413758438537,-0.2521645021645016,0.04807692307692246
497,Peter Lerangis,3.748502994011976,3.800699300699301,334,286,3.869565217391304,3.9371980676328504,207,0.0007793762730753735,-0.05219630668732478,-0.0676328502415462
462,Josephine Angelini,4.00445434298441,4.019230769230769,449,260,4.231884057971015,4.057971014492754,207,0.0007793762730753735,-0.014776426246359442,0.17391304347826075
90,Anne Rice,3.8679736294240112,3.7074074074074073,5764,270,4.3707317073170735,3.6975609756097563,205,0.0007718460675384134,0.16056622201660398,0.6731707317073172
452,Robin Cook,3.775,3.9403726708074536,640,805,4.019512195121951,3.9902439024390244,205,0.0007718460675384134,-0.16537267080745366,0.029268292682926855
419,Patricia C. Wrede,4.2006578947368425,4.078212290502793,304,716,4.2,4.414634146341464,205,0.0007718460675384134,0.12244560423404938,-0.2146341463414636
102,Cecelia Ahern,3.813131313131313,3.7520525451559936,1782,609,4.201970443349754,3.8916256157635467,203,0.0007643158620014533,0.061078767975319526,0.31034482758620685
159,Simone Elkeles,3.796774193548387,3.8760399334442597,310,1202,3.8855721393034828,4.213930348258707,201,0.0007567856564644932,-0.07926573989587249,-0.32835820895522394
833,Brian  McClellan,4.0184049079754605,4.288288288288288,326,222,4.218905472636816,4.2835820895522385,201,0.0007567856564644932,-0.26988338031282755,-0.06467661691542226
733,Daniel Suarez,4.028985507246377,4.195555555555556,345,225,4.38,4.22,200,0.0007530205536960132,-0.166570048309179,0.16000000000000014
555,China Miéville,3.8807339449541285,4.057553956834532,654,278,4.386934673366834,4.14070351758794,199,0.000749255450927533,-0.17682001188040353,0.24623115577889454
727,Dennis Lehane,3.8431876606683804,4.205673758865248,389,282,4.105527638190955,4.2462311557788945,199,0.000749255450927533,-0.3624860981968676,-0.14070351758793986
354,Kiersten White,3.7743119266055047,3.7309236947791167,545,249,3.9748743718592965,3.758793969849246,199,0.000749255450927533,0.04338823182638807,0.2160804020100504
553,Jen Lancaster,3.7388663967611335,3.9578544061302683,494,261,4.301507537688442,4.075376884422111,199,0.000749255450927533,-0.21898800936913476,0.2261306532663312
353,Bill O'Reilly,3.9150779896013863,4.024590163934426,577,366,4.238578680203045,4.126903553299492,197,0.0007417252453905729,-0.10951217433303961,0.11167512690355341
454,Olivia Cunning,3.9060773480662982,3.992,362,250,4.258883248730965,4.030456852791878,197,0.0007417252453905729,-0.08592265193370174,0.22842639593908665
181,Jandy Nelson,3.963302752293578,4.29954954954955,545,888,4.0310880829015545,4.55440414507772,193,0.0007266648343166527,-0.3362467972559715,-0.5233160621761659
529,John Sandford,4.069629629629629,4.1141732283464565,675,254,4.260416666666667,4.151041666666667,192,0.0007228997315481726,-0.044543598716827226,0.109375
406,Sarah Dunant,3.7083333333333335,3.662420382165605,1056,314,4.052356020942408,3.7329842931937174,191,0.0007191346287796926,0.04591295116772853,0.31937172774869094
401,Carrie Ryan,3.431111111111111,3.748062015503876,675,258,3.9788359788359786,3.7301587301587302,189,0.0007116044232427324,-0.31695090439276496,0.24867724867724839
605,James Clavell,3.988479262672811,4.139020537124803,434,633,3.9627659574468086,4.319148936170213,188,0.0007078393204742523,-0.15054127445199184,-0.3563829787234041
604,Aleatha Romig,3.8137931034482757,4.259911894273127,290,227,4.1861702127659575,4.297872340425532,188,0.0007078393204742523,-0.4461187908248516,-0.11170212765957466
433,Curtis Sittenfeld,3.2341696535244924,3.6915739268680445,837,629,3.6648936170212765,3.893617021276596,188,0.0007078393204742523,-0.45740427334355216,-0.22872340425531945
582,Juliet Marillier,4.208226221079691,4.271186440677966,389,236,4.433155080213904,4.294117647058823,187,0.0007040742177057723,-0.06296021959827502,0.13903743315508077
491,Jeph Loeb,4.255700325732899,4.024896265560166,614,241,4.505376344086022,4.037634408602151,186,0.0007003091149372922,0.23080406017273347,0.467741935483871
317,James C. Collins,3.8978978978978978,3.9619326500732064,333,683,3.967741935483871,4.236559139784946,186,0.0007003091149372922,-0.06403475217530863,-0.26881720430107503
598,Richard K. Morgan,3.933913043478261,3.8772727272727274,575,220,4.4728260869565215,3.902173913043478,184,0.0006927789094003321,0.05664031620553356,0.5706521739130435
601,Vernor Vinge,4.030042918454936,4.292181069958848,466,243,4.353260869565218,4.342391304347826,184,0.0006927789094003321,-0.26213815150391184,0.010869565217391575
654,Mary Doria Russell,4.143987341772152,4.082949308755761,632,217,4.595628415300546,4.103825136612022,183,0.0006890138066318521,0.061038033016391324,0.4918032786885247
467,K.A. Tucker,4.026119402985074,4.2444444444444445,536,225,4.269230769230769,4.28021978021978,182,0.000685248703863372,-0.21832504145937026,-0.01098901098901095
266,Isabel Allende,4.085699263932702,3.9272030651340994,1902,261,4.5054945054945055,3.9835164835164836,182,0.000685248703863372,0.15849619879860288,0.5219780219780219
501,Alison Goodman,3.9460154241645244,3.9375,389,240,4.186813186813187,3.967032967032967,182,0.000685248703863372,0.008515424164524443,0.2197802197802199
200,Robert Munsch,4.336734693877551,4.255753138075314,490,1912,4.331491712707182,4.1878453038674035,181,0.0006814836010948918,0.08098155580223665,0.14364640883977842
738,Sergei Lukyanenko,3.8310626702997275,3.9794871794871796,367,195,4.161111111111111,4.038888888888889,180,0.0006777184983264118,-0.1484245091874521,0.12222222222222268
690,Teddy Slater,4.3430079155672825,4.336363636363636,379,330,4.4,4.405555555555556,180,0.0006777184983264118,0.006644279203646519,-0.005555555555555536
563,Megan Whalen Turner,3.8013856812933025,4.115044247787611,433,226,4.0777777777777775,4.155555555555556,180,0.0006777184983264118,-0.31365856649430857,-0.07777777777777839
69,Ken Kesey,4.138417631203425,4.2620689655172415,6307,290,4.644444444444445,4.3,180,0.0006777184983264118,-0.12365133431381636,0.344444444444445
390,Jon Stewart,3.993558776167472,3.8487654320987654,1242,324,4.206703910614525,3.994413407821229,179,0.0006739533955579317,0.14479334406870636,0.2122905027932962
230,Brian Selznick,4.1534391534391535,4.072423398328691,1323,359,4.415730337078652,4.185393258426966,178,0.0006701882927894517,0.08101575511046288,0.23033707865168562
424,Kylie Scott,4.00639658848614,4.247863247863248,469,234,4.151685393258427,4.314606741573034,178,0.0006701882927894517,-0.24146665937710754,-0.16292134831460636
316,Ayn Rand,3.6319444444444446,3.4411764705882355,288,1394,3.662921348314607,3.696629213483146,178,0.0006701882927894517,0.19076797385620914,-0.033707865168539186
371,Richard Wright,3.9181654676258995,3.970534069981584,1112,543,4.112994350282486,4.0790960451977405,177,0.0006664231900209716,-0.05236860235568441,0.03389830508474567
437,Lee Strobel,3.9328743545611013,4.068441064638783,581,263,4.267045454545454,4.034090909090909,176,0.0006626580872524916,-0.13556671007768184,0.23295454545454497
551,Wallace Stegner,4.2908587257617725,4.141104294478527,722,489,4.568181818181818,4.5,176,0.0006626580872524916,0.14975443128324528,0.06818181818181834
564,Karin Slaughter,3.9907834101382487,3.9551569506726456,434,223,4.142857142857143,4.011428571428572,175,0.0006588929844840115,0.035626459465603055,0.13142857142857167
508,Virginia Lee Burton,4.1297602256699575,4.25764192139738,709,458,4.268571428571429,4.3428571428571425,175,0.0006588929844840115,-0.1278816957274227,-0.07428571428571384
382,William S. Burroughs,3.7713004484304933,3.3416009019165727,446,887,3.8160919540229883,3.8793103448275863,174,0.0006551278817155315,0.4296995465139206,-0.06321839080459801
518,Susan Elizabeth Phillips,3.99468085106383,3.8836206896551726,376,232,4.22543352601156,3.930635838150289,173,0.0006513627789470513,0.11106016140865727,0.2947976878612715
227,E.L. Konigsburg,4.1846231664137585,3.760956175298805,1977,502,4.132947976878612,3.8034682080924855,173,0.0006513627789470513,0.42366699111495354,0.32947976878612684
171,Seth Grahame-Smith,3.194909090909091,3.4941605839416057,1375,1370,3.514450867052023,3.7630057803468207,173,0.0006513627789470513,-0.29925149303251475,-0.2485549132947975
197,Junot Díaz,4.047297297297297,3.7677242459851157,296,2553,4.099415204678363,4.321637426900585,171,0.0006438325734100912,0.2795730513121817,-0.22222222222222232
340,Cora Carmack,3.751412429378531,3.93859649122807,708,228,3.9473684210526314,3.9649122807017543,171,0.0006438325734100912,-0.18718406184953906,-0.01754385964912286
100,Tatiana de Rosnay,4.020525657071339,3.269090909090909,3995,275,4.364705882352941,3.2823529411764705,170,0.0006400674706416112,0.7514347479804298,1.0823529411764703
602,Jodi Picoult,3.1542857142857144,3.473076923076923,350,520,3.235294117647059,3.6176470588235294,170,0.0006400674706416112,-0.3187912087912088,-0.38235294117647056
672,Joseph Delaney,3.7975460122699385,3.953488372093023,326,215,4.041176470588235,3.958823529411765,170,0.0006400674706416112,-0.1559423598230847,0.0823529411764703
741,Amy A. Bartol,4.0049504950495045,3.9328859060402683,202,298,4.011834319526627,4.153846153846154,169,0.0006363023678731311,0.07206458900923618,-0.14201183431952735
430,Brian Greene,4.0344827586206895,4.075539568345324,696,278,4.230769230769231,4.088757396449704,169,0.0006363023678731311,-0.04105680972463421,0.14201183431952646
670,Megan McCafferty,3.852664576802508,3.9728506787330318,319,221,4.183431952662722,4.041420118343195,169,0.0006363023678731311,-0.12018610193052393,0.14201183431952646
543,Catherine Fisher,3.6923076923076925,3.495590828924162,208,567,3.7218934911242605,3.8816568047337277,169,0.0006363023678731311,0.19671686338353034,-0.15976331360946716
374,Robin McKinley,4.038880248833593,4.172916666666667,643,480,4.160714285714286,4.4523809523809526,168,0.000632537265104651,-0.13403641783307396,-0.29166666666666696
335,Christopher Paul Curtis,3.9363449691991788,3.7906666666666666,487,750,4.023809523809524,3.9166666666666665,168,0.000632537265104651,0.14567830253251213,0.1071428571428572
623,Mira Grant,3.735763097949886,3.9950248756218905,439,201,4.2395209580838324,3.9580838323353293,167,0.000628772162336171,-0.25926177767200453,0.2814371257485031
547,Jo Nesbø,3.421768707482993,3.596296296296296,441,270,3.608433734939759,3.572289156626506,166,0.0006250070595676909,-0.17452758881330288,0.03614457831325302
695,John Updike,3.496103896103896,3.6531531531531534,770,222,4.072289156626506,3.6927710843373496,166,0.0006250070595676909,-0.1570492570492572,0.37951807228915646
625,Kent Haruf,3.9055415617128464,4.173913043478261,794,230,4.463855421686747,4.22289156626506,166,0.0006250070595676909,-0.26837148176541437,0.24096385542168708
328,Thomas Hardy,3.8807631160572336,3.7969924812030076,1258,399,4.224242424242425,4.054545454545455,165,0.0006212419567992108,0.08377063485422598,0.1696969696969699
621,Connie Willis,3.98125,4.00611620795107,480,327,4.351515151515152,4.1030303030303035,165,0.0006212419567992108,-0.024866207951069974,0.2484848484848481
163,Elizabeth Kostova,3.667985611510791,3.5232876712328767,2780,365,4.296969696969697,3.496969696969697,165,0.0006212419567992108,0.1446979402779145,0.7999999999999998
492,Sophie Jordan,3.7367205542725173,3.9158415841584158,433,202,4.0426829268292686,3.926829268292683,164,0.0006174768540307307,-0.1791210298858985,0.11585365853658569
629,Caragh M. O'Brien,3.8377659574468086,3.9514563106796117,376,206,4.152439024390244,3.9878048780487805,164,0.0006174768540307307,-0.11369035323280308,0.16463414634146334
414,Joe Hill,4.049822064056939,3.7452025586353943,281,938,4.2073170731707314,4.219512195121951,164,0.0006174768540307307,0.3046195054215448,-0.012195121951219967
21,Sara Gruen,3.961297172087636,3.301829268292683,10361,328,4.3496932515337425,3.2822085889570554,163,0.0006137117512622507,0.6594679037949533,1.0674846625766872
608,David Wong,3.813528336380256,4.216981132075472,547,212,4.339506172839506,4.283950617283951,162,0.0006099466484937706,-0.4034527956952161,0.05555555555555536
997,Brian Herbert,3.5348837209302326,3.602094240837696,258,191,3.617283950617284,3.54320987654321,162,0.0006099466484937706,-0.06721051990746352,0.07407407407407396
473,Douglas Preston,3.9422492401215807,3.882051282051282,987,195,4.354037267080745,3.8633540372670807,161,0.0006061815457252906,0.06019795807029871,0.4906832298136643
597,Ian Fleming,3.6227106227106227,3.5,546,194,3.79375,3.525,160,0.0006024164429568105,0.12271062271062272,0.26875000000000027
356,Joe Haldeman,4.085904920767306,3.626794258373206,1199,209,4.3625,3.61875,160,0.0006024164429568105,0.45911066239410037,0.7437499999999999
723,Adriana Trigiani,3.6925996204933584,3.85,527,180,4.0062893081761,3.8553459119496853,159,0.0005986513401883305,-0.15740037950664165,0.15094339622641506
573,Danielle  Paige,3.7406483790523692,3.5555555555555554,401,171,4.069182389937107,3.5660377358490565,159,0.0005986513401883305,0.18509282349681389,0.5031446540880506
286,Albert Camus,4.118457300275482,3.919434628975265,363,1415,4.19620253164557,4.2215189873417724,158,0.0005948862374198504,0.199022671300217,-0.025316455696202667
669,Morgan Rhodes,3.6938110749185666,4.105263157894737,307,171,4.063291139240507,4.1265822784810124,158,0.0005948862374198504,-0.41145208297617053,-0.06329113924050578
579,Jussi Adler-Olsen,3.900900900900901,3.8040201005025125,444,199,4.210191082802548,3.8089171974522293,157,0.0005911211346513704,0.09688080039838853,0.4012738853503186
745,Anne Bishop,3.987755102040816,4.327586206896552,245,174,4.356687898089172,4.343949044585988,157,0.0005911211346513704,-0.3398311048557354,0.012738853503184266
704,Jenny Nimmo,3.716577540106952,3.857843137254902,374,204,4.006369426751593,3.8853503184713376,157,0.0005911211346513704,-0.14126559714794995,0.12101910828025497
93,Maggie Stiefvater,3.6666666666666665,3.536706760680216,252,2411,3.7770700636942673,4.076433121019108,157,0.0005911211346513704,0.12995990598645069,-0.2993630573248409
254,Anthony Bourdain,3.9086809470124013,4.057017543859649,1774,228,4.358974358974359,4.076923076923077,156,0.0005873560318828902,-0.14833659684724765,0.28205128205128194
331,Richard Dawkins,4.0388958594730235,4.037735849056604,797,265,4.309677419354839,4.122580645161291,155,0.0005835909291144101,0.0011600104164193326,0.18709677419354787
651,John Marsden,3.941340782122905,3.9642857142857144,358,168,4.341935483870968,3.9612903225806453,155,0.0005835909291144101,-0.02294493216280946,0.38064516129032233
387,Anne Brontë,3.5153061224489797,3.7863777089783284,392,646,3.655844155844156,3.9285714285714284,154,0.0005798258263459301,-0.2710715865293487,-0.2727272727272725
65,Kiera Cass,3.416326530612245,3.893213916637961,245,2903,3.477124183006536,4.30718954248366,153,0.00057606072357745,-0.4768873860257159,-0.8300653594771239
748,Nelson DeMille,4.139689578713969,4.0130718954248366,451,306,4.143790849673203,4.084967320261438,153,0.00057606072357745,0.12661768328913237,0.058823529411765385
522,Jacqueline Winspear,3.8,3.817204301075269,555,186,4.091503267973856,3.8823529411764706,153,0.00057606072357745,-0.017204301075269157,0.20915032679738532
423,Jean Craighead George,4.032133676092545,3.8041379310344827,778,725,4.130718954248366,3.9673202614379086,153,0.00057606072357745,0.22799574505806186,0.16339869281045782
889,Brian Staveley,4.035714285714286,4.034682080924855,280,173,4.184210526315789,4.046052631578948,152,0.00057229562080897,0.0010322047894302244,0.1381578947368416
334,Rohinton Mistry,4.17626404494382,4.079295154185022,1424,227,4.6490066225165565,4.1655629139072845,151,0.0005685305180404899,0.09696889075879778,0.483443708609272
692,Mary  Stewart,4.091726618705036,4.25,556,260,4.3933333333333335,4.26,150,0.0005647654152720099,-0.15827338129496393,0.13333333333333375
946,Andrea Hirata,3.9907834101382487,4.006329113924051,217,158,4.213333333333333,4.02,150,0.0005647654152720099,-0.015545703785802,0.19333333333333336
339,Kimberly McCreight,3.7233704292527823,3.7032967032967035,1258,273,3.959731543624161,3.825503355704698,149,0.0005610003125035298,0.020073725956078814,0.1342281879194629
483,Jan Brett,4.222093023255814,4.2152466367713,860,223,4.416107382550336,4.275167785234899,149,0.0005610003125035298,0.006846386484514078,0.1409395973154366
237,Agatha Christie,3.9337016574585637,3.840909090909091,1267,264,3.946308724832215,3.865771812080537,149,0.0005610003125035298,0.09279256654947288,0.08053691275167774
